"SITE","DATE","STOP.#","X","Y","EWPW.(#)","OBSERVER","NOTES","start_hour","end_hour","start_year"
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","4",-72.2943,42.298,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","4",-72.2943,42.298,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","5",-72.3123,42.3026,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","5",-72.3123,42.3026,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","2",-72.3287,42.2838,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","2",-72.3287,42.2838,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","7",-72.3379,42.2687,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","7",-72.3379,42.2687,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","8",-72.3412,42.2527,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","8",-72.3412,42.2527,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","9",-72.3315,42.2341,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","9",-72.3315,42.2341,0,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","6",-72.3508,42.2793,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin - South Quabbin (Quabbin Park)","06/08/2022","6",-72.3508,42.2793,3,"Larry Therrien, Jillian Whitney","2039 - 2046 (?): Wind = none. Sky = m clear to m cloudy. Noise = none to medium. Cars = 0-2. Pt 4: 1st and 3rd individuals may have been same bird. Between Pts 1 & 2: 3 birds heard calling. Between Pts 3 & 4: 1 bird heard calling. Pt 7: Some recent clearing could help in the future.","20:39","20:46",2022
"Quabbin Islands by Boat",NA,"Survey by Boat",NA,NA,NA,NA,NA,NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","1",-71.874925,42.381946,2,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","2",-71.865813,42.388516,2,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","3",-71.825996,42.378327,2,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","4",-71.830665,42.372797,2,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","5",-71.827746,42.371128,2,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Quinapoxet River, Holden (Forestry lot scouting observations)","06/10/2022","6",-71.82992,42.366423,1,"Brian Keevan (DCR-DWSP)","Area east and southeast of Quinapoxet Res in Holden",NA,NA,2022
"Squannacook","05/20/2022","1",-71.6859415639,42.6044961701,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","10",-71.6145337878,42.6199392313,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","11",-71.7091148285,42.6621477547,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","2",-71.6992493873,42.6367500095,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","3",-71.6882389706,42.6575993742,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","4",-71.6678800644,42.6513050189,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","5",-71.6829816268,42.6241470799,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","6",-71.6665056622,42.6321854907,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","7",-71.6578112068,42.6218593059,1,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","8",-71.6390376577,42.6169786957,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Squannacook","05/20/2022","9",-71.6503478054,42.6359686247,0,"Chalis Bird","2350 - 0130: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. Pts 2 & 9 = American woodcock heard. Pts 5, 6, 7 = Barred owl heard.","23:50","1:30",2022
"Sylvester Street, Northampton","06/17/2022","1",-72.7309,42.3764,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","10",-72.7546,42.3226,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","2",-72.7204,42.3622,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","3",-72.7126,42.3486,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","4",-72.7249,42.3391,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","5",-72.7209,42.3247,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","6",-72.7206,42.3097,1,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","7",-72.7217,42.2949,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","8",-72.7432,42.2998,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Sylvester Street, Northampton","06/17/2022","9",-72.7566,42.307,0,"Jesse Sterling Hanson","2337 - ?: Wind = none to slight. Sky = clear. Noise = none to slight. Cars = 0-5. ","23:37",NA,2022
"Tully Lake","05/22/2022","1",-72.2325767677,42.6209047994,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","10",-72.2248684398,42.640143238,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","2",-72.2457257042,42.6320488053,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","3",-72.2451058131,42.6464202913,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","4",-72.2616505136,42.6567746904,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","5",-72.2736795886,42.6720413201,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","6",-72.2555672497,42.678477986,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","7",-72.2231790541,42.690740356,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","8",-72.2080293228,42.6835158255,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Tully Lake","05/22/2022","9",-72.2100219527,42.6507279046,0,"Shasta Slade","0121- 0330: Wind = none. Sky = clear. Noise = none to medium. Cars = 0-1. ","1:21","3:30",2022
"Wachusett Reservoir Route","06/08/2022","1",-71.71849522,42.40626465,0,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","10",-71.72166246,42.37910694,2,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","2",-71.73839926,42.4024819,0,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","3",-71.73665516,42.38705302,2,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","4",-71.75498087,42.37552661,1,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","5",-71.75789074,42.40553997,0,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","6",-71.77416682,42.36470267,0,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","7",-71.76220546,42.35430417,3,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","8",-71.74456814,42.35806968,0,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Wachusett Reservoir Route","06/08/2022","9",-71.72956924,42.37046792,2,"Hillary Siener (DCR), B. Keenan & K. Moulton","2220 - 0050: Wind =none to slight. Sky = m clear to m cloudy. Noise = none to excessive. Cars = 0-3. Additional noise included =  planes, crickets, cars, dogs, toads, etc. ","22:20","0:50",2022
"Western Myles Standish SP","05/22/2022","1",-70.6435,41.8293,4,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","1",-70.6435,41.8293,4,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","1",-70.6435,41.8293,4,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","1",-70.6435,41.8293,4,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","10",-70.6798,41.911,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","10",-70.6798,41.911,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
"Western Myles Standish SP","05/22/2022","10",-70.6798,41.911,2,"Trevor Lloyd-Evans","0208- 0409: Wind = none to slight. Sky = clear. Noise = none. Cars = 0-1. Moon waxing 50%., cloud 0%, Precip. 0, Wind S 0-2 mph, Temp. 58-63 degrees, slight haze. Amphibians heard: bullfrogs, Fowlers toad, green frog, gray treefrog, spring peepers. Other birds heard: GHOW, BDOW, OVEN, TUTI, NOMO, AMRO, GRCA.","2:08","4:09",2022
